Nom de l'entreprise,Note,Nombre de reviews,Catégorie,Site,Adresse,En France,Pourcentage 5 étoiles,Pourcentage 4 étoiles,Pourcentage 3 étoiles,Pourcentage 2 étoiles,Pourcentage 1 étoile
Louise Vintage,2.9,36,Clothing Store,http://louise-vintage.com/,,Oui,28%,5%,0%,3%,64%
bonprix,4.0,"10,923",Clothing Store,http://www.bonprix.fr/,,Oui,55%,27%,9%,3%,6%
Morgan,3.8,518,Clothing Store,http://morgandetoi.fr/,,Oui,46%,6%,5%,4%,39%
Footkorner,3.4,"1,960",Clothing Store,http://footkorner.com/,,Oui,0%,0%,3%,2%,35%
narcissique-store.com,2.9,38,Clothing Store,http://narcissique-store.com/,,Oui,29%,5%,0%,8%,58%
Holekings,4.0,3,Clothing Store,http://www.holekings.com/,,Oui,0%,0%,0%,0%,0%
Chicparfait,2.9,66,Shoe Store,http://www.chicparfait.fr/,,Oui,47%,0%,0%,2%,51%
Mimao,2.9,42,Shoe Store,http://mimao.fr/,,Oui,29%,12%,9%,19%,31%
Kiabi,2.9,54,Clothing Store,http://kiabi.fr/,"Rue du Calvaire 100, 59510, Hem, France",Oui,41%,0%,4%,4%,31%
Belishop,2.9,8,Clothing Store,http://belishop.fr/,,Oui,25%,0%,0%,0%,75%
France-Tshirt®,2.9,8,Clothing Store,http://france-tshirt.com/,"1 rue de Vaugirard, 75001, Paris, France",Oui,0%,12%,0%,0%,38%
lamis-boutique.fr,2.9,7,Clothing Store,http://www.lamis-boutique.fr/,,Oui,43%,0%,0%,0%,57%
Oldmoneycoats,2.9,9,Clothing Store,http://oldmoneycoats.com/,"Avenue Général Maurice Chevance Bertin, 13015, Marseille, France",Oui,44%,0%,0%,0%,56%
Horizons Lointains,4.7,"4,539",Clothing Store,https://horizons-lointains.fr/,"9 rue la Praya, 33950, Lège Cap Ferret, France",Oui,87%,7%,3%,1%,2%
Fitmefor20,4.0,4,Clothing Store,http://fitmefor20.com/,,Oui,0%,0%,0%,0%,0%
Sandalini,2.9,6,Clothing Store,http://www.sandalini.fr/,,Oui,0%,17%,17%,0%,66%
Univers du Japon,4.8,"3,604",Clothing Store,https://universdujapon.com/,"66 avenue des Champs Elysées, 75008, Paris, France",Oui,91%,6%,1%,1%,1%
NORM-CORE,4.3,"1,605",Clothing Store,http://norm-core.com/,,Oui,72%,12%,4%,4%,8%
Maphotocalecon,2.9,23,Clothing Store,http://maphotocalecon.fr/,,Oui,44%,0%,0%,4%,52%
Theblackluxe,3.4,2,Clothing Store,https://theblackluxe.com/,,Oui,0%,0%,0%,0%,0%
Motus Boutique,4.5,"1,080",Clothing Store,http://www.motusboutique.fr/,,Oui,78%,0%,4%,3%,5%
Vestiaire Collective,4.1,"72,811",Clothing Store,http://vestiairecollective.com/?utm_medium=partnership&utm_source=trustpilot.com,"53 Rue de Châteaudun, 75009, Paris, France",Oui,59%,9%,4%,3%,25%
Warm People,3.8,2,Clothing Store,http://warmpeople.co/,,Oui,0%,0%,0%,0%,0%
Boothbee,4.2,6,Clothing Store,http://boothbee.com/,,Oui,0%,0%,0%,0%,0%
funtrott.fr,2.9,12,Clothing Store,http://funtrott.fr/,,Oui,42%,0%,8%,0%,0%
Mes Animaux Deco,2.9,9,Clothing Store,http://www.mes-animaux-deco.fr/,,Oui,33%,0%,0%,11%,56%
justeuntshirt.com,2.9,37,Clothing Store,http://justeuntshirt.com/,,Oui,35%,8%,5%,6%,46%
atntparis.fr,2.9,103,Clothing Store,http://atntparis.fr/,,Oui,49%,4%,8%,4%,35%
Revitalash,2.9,6,Clothing Store,http://revitalash.fr/,,Oui,16%,0%,17%,17%,0%
Schmiede Mode,4.3,7,Clothing Store,http://schmiedemode.de/,,Oui,0%,0%,0%,0%,0%
Melvin Hamilton,2.9,30,Clothing Store,http://melvin-hamilton.fr/,,Oui,27%,3%,3%,3%,64%
Acanthe,2.9,13,Clothing Store,http://www.acanthe-paris.com/,,Oui,23%,0%,0%,23%,54%
Cocorico,4.5,"15,125",Clothing Store,http://www.cocorico.store/,,Oui,77%,11%,5%,3%,4%
Vinted FR,3.4,"40,485",Clothing Store,https://vinted.fr/,,Oui,43%,7%,4%,4%,42%
Texto,2.9,5,Clothing Store,http://texto-chaussures.com/,"Route de la Sablière, 13011, Marseille, France",Oui,0%,0%,0%,0%,0%
bonprix,4.0,"10,923",Clothing Store,http://www.bonprix.fr/,,Oui,55%,27%,9%,3%,6%
Morgan,3.8,518,Clothing Store,http://morgandetoi.fr/,,Oui,46%,6%,5%,4%,39%
Footkorner,3.4,"1,960",Clothing Store,http://footkorner.com/,,Oui,0%,0%,3%,2%,35%
Cooldesign,2.9,5,Clothing Store,http://cooldesign.fr/,,Oui,0%,0%,0%,0%,0%
Primark,2.9,4,Clothing Store,http://primark.fr/,,Oui,0%,25%,0%,0%,75%
Mademoiselledparis,2.9,2,Clothing Store,http://mademoiselledparis.com/,,Oui,0%,0%,0%,0%,0%
Holekings,4.0,3,Clothing Store,http://www.holekings.com/,,Oui,0%,0%,0%,0%,0%
Deportvillage,2.9,3,Clothing Store,http://deportvillage.fr/,,Oui,0%,0%,0%,0%,0%
Nbaddict,2.9,4,Shoe Store,http://nbaddict.fr/,,Oui,25%,0%,0%,0%,75%
monsacoche.fr,2.9,6,Clothing Store,http://monsacoche.fr/,,Oui,17%,0%,0%,17%,66%
Boutique Spicy,2.9,4,Clothing Store,http://boutique-spicy.fr/,,Oui,25%,0%,0%,0%,75%
Sneakersdealers,2.9,3,Shoe Store,http://www.sneakersdealers.fr/,,Oui,67%,0%,0%,0%,33%
Snickers 74,2.9,4,Shoe Store,http://www.snickers74.fr/,,Oui,25%,0%,0%,0%,75%
Horizons Lointains,4.7,"4,539",Clothing Store,https://horizons-lointains.fr/,"9 rue la Praya, 33950, Lège Cap Ferret, France",Oui,87%,7%,3%,1%,2%
Fitmefor20,4.0,4,Clothing Store,http://fitmefor20.com/,,Oui,0%,0%,0%,0%,0%
Simplestreet,2.9,5,Clothing Store,http://simplestreet.fr/,,Oui,0%,0%,0%,0%,0%
meduse.com,2.9,4,Clothing Store,http://meduse.com/,,Oui,0%,0%,25%,0%,75%
Elijah,2.9,4,Clothing Store,http://www.elijah.fr/,,Oui,25%,0%,25%,0%,0%
Univers du Japon,4.8,"3,604",Clothing Store,https://universdujapon.com/,"66 avenue des Champs Elysées, 75008, Paris, France",Oui,91%,6%,1%,1%,1%
NORM-CORE,4.3,"1,605",Clothing Store,http://norm-core.com/,,Oui,72%,12%,4%,4%,8%
Theblackluxe,3.4,2,Clothing Store,https://theblackluxe.com/,,Oui,0%,0%,0%,0%,0%
k-way.fr,2.9,3,Shoe Store,http://k-way.fr/,,Oui,0%,0%,0%,33%,67%
revacuir.fr,2.9,5,Clothing Store,http://www.revacuir.fr/,,Oui,0%,0%,0%,0%,0%
Motus Boutique,4.5,"1,080",Clothing Store,http://www.motusboutique.fr/,,Oui,78%,0%,4%,3%,5%
Vestiaire Collective,4.1,"72,811",Clothing Store,http://vestiairecollective.com/?utm_medium=partnership&utm_source=trustpilot.com,"53 Rue de Châteaudun, 75009, Paris, France",Oui,59%,9%,4%,3%,25%
Warm People,3.8,2,Clothing Store,http://warmpeople.co/,,Oui,0%,0%,0%,0%,0%
Boothbee,4.2,6,Clothing Store,http://boothbee.com/,,Oui,0%,0%,0%,0%,0%
Retrofootballclub,2.9,5,Clothing Store,http://retrofootballclub.fr/,,Oui,0%,0%,0%,0%,0%
Zalindra,2.9,4,Clothing Store,http://zalindra.com/,,Oui,25%,0%,0%,0%,75%
Paprika,2.9,4,Clothing Store,http://paprika.fr/,,Oui,25%,0%,0%,0%,25%
Skechers,2.9,4,Shoe Store,http://skechers.fr/,,Oui,0%,25%,0%,0%,75%
Schmiede Mode,4.3,7,Clothing Store,http://schmiedemode.de/,,Oui,0%,0%,0%,0%,0%
Mewkemon,2.9,4,Clothing Store,http://mewkemon.com/,,Oui,25%,0%,0%,0%,75%
Ilva,2.9,2,Clothing Store,http://ilva.paris/,,Oui,0%,0%,0%,0%,0%
La Fee Vintage,2.9,2,Clothing Store,http://la-fee-vintage.fr/,,Oui,0%,0%,0%,0%,0%
Cocorico,4.5,"15,125",Clothing Store,http://www.cocorico.store/,,Oui,77%,11%,5%,3%,4%
Vinted FR,3.4,"40,485",Clothing Store,https://vinted.fr/,,Oui,43%,7%,4%,4%,42%
Vetiviking,2.9,2,Clothing Store,http://vetiviking.fr/,,Oui,0%,0%,0%,0%,0%
Bebenova,2.9,2,Clothing Store,http://bebenova.fr/,,Oui,0%,0%,0%,0%,0%
mahogany-cashmere.com,2.9,2,Clothing Store,http://mahogany-cashmere.com/,,Oui,0%,0%,0%,0%,0%
bonprix,4.0,"10,923",Clothing Store,http://www.bonprix.fr/,,Oui,55%,27%,9%,3%,6%
Morgan,3.8,518,Clothing Store,http://morgandetoi.fr/,,Oui,46%,6%,5%,4%,39%
Footkorner,3.4,"1,960",Clothing Store,http://footkorner.com/,,Oui,0%,0%,3%,2%,35%
Poncho Boheme,2.9,2,Clothing Store,http://poncho-boheme.fr/,,Oui,0%,0%,0%,0%,0%
pastelleparis.com,2.9,2,Jewelry Store,http://pastelleparis.com/,,Oui,0%,0%,0%,0%,0%
Lazertraxkz,2.9,2,Clothing Store,http://lazertraxkz.com/,,Oui,0%,0%,0%,0%,0%
Lems Sko,2.9,2,Clothing Store,http://lems-sko.com/,,Oui,0%,0%,0%,0%,0%
Holekings,4.0,3,Clothing Store,http://www.holekings.com/,,Oui,0%,0%,0%,0%,0%
Affinitycom,2.9,2,Clothing Store,http://affinitycom.fr/,,Oui,0%,0%,0%,0%,0%
IGIGI,2.9,2,Clothing Store,http://www.igigi.com/,,Oui,0%,0%,0%,0%,0%
Horizons Lointains,4.7,"4,539",Clothing Store,https://horizons-lointains.fr/,"9 rue la Praya, 33950, Lège Cap Ferret, France",Oui,87%,7%,3%,1%,2%
Fitmefor20,4.0,4,Clothing Store,http://fitmefor20.com/,,Oui,0%,0%,0%,0%,0%
E Marolux,2.9,2,Clothing Store,http://www.e-marolux.com/,,Oui,0%,0%,0%,0%,0%
baytonshoes.com,2.9,2,Clothing Store,http://www.baytonshoes.com/,,Oui,0%,0%,0%,0%,0%
Univers du Japon,4.8,"3,604",Clothing Store,https://universdujapon.com/,"66 avenue des Champs Elysées, 75008, Paris, France",Oui,91%,6%,1%,1%,1%
NORM-CORE,4.3,"1,605",Clothing Store,http://norm-core.com/,,Oui,72%,12%,4%,4%,8%
Theblackluxe,3.4,2,Clothing Store,https://theblackluxe.com/,,Oui,0%,0%,0%,0%,0%
Motus Boutique,4.5,"1,080",Clothing Store,http://www.motusboutique.fr/,,Oui,78%,0%,4%,3%,5%
Vestiaire Collective,4.1,"72,811",Clothing Store,http://vestiairecollective.com/?utm_medium=partnership&utm_source=trustpilot.com,"53 Rue de Châteaudun, 75009, Paris, France",Oui,59%,9%,4%,3%,25%
Warm People,3.8,2,Clothing Store,http://warmpeople.co/,,Oui,0%,0%,0%,0%,0%
Boothbee,4.2,6,Clothing Store,http://boothbee.com/,,Oui,0%,0%,0%,0%,0%
Y2k Cyber,2.9,2,Clothing Store,http://y2k-cyber.com/,,Oui,0%,0%,0%,0%,0%
Football Land,2.9,2,Clothing Store,http://www.football-land.com/,,Oui,0%,0%,0%,0%,0%
dualist.fr,2.9,2,Shoe Store,http://dualist.fr/,,Oui,0%,0%,0%,0%,0%
tokyotechwear.fr,2.9,2,Clothing Store,http://tokyotechwear.fr/,,Oui,0%,0%,0%,0%,0%
Schmiede Mode,4.3,7,Clothing Store,http://schmiedemode.de/,,Oui,0%,0%,0%,0%,0%
Ionova Eu,2.9,2,Clothing Store,http://ionova-eu.com/,,Oui,0%,0%,0%,0%,0%
Glopalstore,2.9,2,Clothing Store,http://glopalstore.com/,,Oui,0%,0%,0%,0%,0%
Retrox,2.9,2,Clothing Store,http://retrox.fr/,,Oui,0%,0%,0%,0%,0%
Boutiquederobes,2.9,2,Clothing Store,http://www.boutiquederobes.com/,,Oui,0%,0%,0%,0%,0%
Cocorico,4.5,"15,125",Clothing Store,http://www.cocorico.store/,,Oui,77%,11%,5%,3%,4%
Vinted FR,3.4,"40,485",Clothing Store,https://vinted.fr/,,Oui,43%,7%,4%,4%,42%
Bagllerina,2.9,2,Clothing Store,http://bagllerina.com/,,Oui,0%,0%,0%,0%,0%
bonprix,4.0,"10,923",Clothing Store,http://www.bonprix.fr/,,Oui,55%,27%,9%,3%,6%
Morgan,3.8,518,Clothing Store,http://morgandetoi.fr/,,Oui,46%,6%,5%,4%,39%
Footkorner,3.4,"1,960",Clothing Store,http://footkorner.com/,,Oui,0%,0%,3%,2%,35%
Shebahair,2.9,2,Clothing Store,http://shebahair.fr/,,Oui,0%,0%,0%,0%,0%
Demonias Ireland,2.9,2,Clothing Store,http://demonias-ireland.com/,,Oui,0%,0%,0%,0%,0%
Bijoux Ambre,2.9,2,Jewelry Store,http://www.bijouxdambre.com/,,Oui,0%,0%,0%,0%,0%
Nekketsu,2.9,2,Clothing Store,http://nekketsu.store/,,Oui,0%,0%,0%,0%,0%
Holekings,4.0,3,Clothing Store,http://www.holekings.com/,,Oui,0%,0%,0%,0%,0%
Cosdanmarksale,2.9,2,Clothing Store,http://cosdanmarksale.com/,,Oui,0%,0%,0%,0%,0%
Ergoboost.fr,2.9,2,Shoe Store,http://ergoboost.fr/,,Oui,0%,0%,0%,0%,0%
OzOne,2.9,2,Clothing Store,http://oz-one.earth/,,Oui,0%,0%,0%,0%,0%
Horizons Lointains,4.7,"4,539",Clothing Store,https://horizons-lointains.fr/,"9 rue la Praya, 33950, Lège Cap Ferret, France",Oui,87%,7%,3%,1%,2%
Globalemultimedia,2.9,2,Clothing Store,http://globalemultimedia.fr/,,Oui,0%,0%,0%,0%,0%
Randolivet,2.9,2,Shoe Store,http://randolivet.fr/,,Oui,0%,0%,0%,0%,0%
marie-sixtine.com,2.9,2,Clothing Store,http://marie-sixtine.com/,,Oui,0%,0%,0%,0%,0%
Entrainement Militaire,2.9,2,Clothing Store,http://entrainement-militaire.fr/,,Oui,0%,0%,0%,0%,0%
L’Atelier de la Mer,2.9,2,Clothing Store,http://www.atelierdelamer.com/,,Oui,0%,0%,0%,0%,0%
Fitmefor20,4.0,4,Clothing Store,http://fitmefor20.com/,,Oui,0%,0%,0%,0%,0%
Univers du Japon,4.8,"3,604",Clothing Store,https://universdujapon.com/,"66 avenue des Champs Elysées, 75008, Paris, France",Oui,91%,6%,1%,1%,1%
Renault France,2.9,2,Clothing Store,http://accessoires.renault.fr/,,Oui,0%,0%,0%,0%,0%
NORM-CORE,4.3,"1,605",Clothing Store,http://norm-core.com/,,Oui,72%,12%,4%,4%,8%
Theblackluxe,3.4,2,Clothing Store,https://theblackluxe.com/,,Oui,0%,0%,0%,0%,0%
Motus Boutique,4.5,"1,080",Clothing Store,http://www.motusboutique.fr/,,Oui,78%,0%,4%,3%,5%
Vestiaire Collective,4.1,"72,811",Clothing Store,http://vestiairecollective.com/?utm_medium=partnership&utm_source=trustpilot.com,"53 Rue de Châteaudun, 75009, Paris, France",Oui,59%,9%,4%,3%,25%
Maroquinerie Le Tilbury,2.9,2,Clothing Store,http://www.letilbury.fr/,,Oui,0%,0%,0%,0%,0%
Boothbee,4.2,6,Clothing Store,http://boothbee.com/,,Oui,0%,0%,0%,0%,0%
Warm People,3.8,2,Clothing Store,http://warmpeople.co/,,Oui,0%,0%,0%,0%,0%
Come Bijoux,2.9,2,Jewelry Store,http://come-bijoux.fr/,,Oui,0%,0%,0%,0%,0%
THE NORTH FACTORY,2.9,2,Clothing Store,http://thenorthfactory.com/,"8 Boulevard Jean Jaurès, 93400, Saint-Ouen-Sur-Seine, France",Oui,0%,0%,0%,0%,0%
Blobshop,2.9,2,Clothing Store,http://blobshop.fr/,,Oui,0%,0%,0%,0%,0%
Schmiede Mode,4.3,7,Clothing Store,http://schmiedemode.de/,,Oui,0%,0%,0%,0%,0%
Teveo France,2.9,2,Clothing Store,http://teveo-france.fr/,,Oui,0%,0%,0%,0%,0%
Gotravelbag,2.9,2,Clothing Store,http://gotravelbag.fr/,,Oui,0%,0%,0%,0%,0%
Cocorico,4.5,"15,125",Clothing Store,http://www.cocorico.store/,,Oui,77%,11%,5%,3%,4%
Vinted FR,3.4,"40,485",Clothing Store,https://vinted.fr/,,Oui,43%,7%,4%,4%,42%
bonprix,4.0,"10,923",Clothing Store,http://www.bonprix.fr/,,Oui,55%,27%,9%,3%,6%
Morgan,3.8,518,Clothing Store,http://morgandetoi.fr/,,Oui,46%,6%,5%,4%,39%
Footkorner,3.4,"1,960",Clothing Store,http://footkorner.com/,,Oui,0%,0%,3%,2%,35%
Shebahair,2.9,2,Clothing Store,http://shebahair.fr/,,Oui,0%,0%,0%,0%,0%
Mr Biker,2.9,2,Clothing Store,http://mr-biker.fr/,,Oui,0%,0%,0%,0%,0%
Onestep,2.9,2,Clothing Store,http://onestep.fr/,,Oui,0%,0%,0%,0%,0%
Holekings,4.0,3,Clothing Store,http://www.holekings.com/,,Oui,0%,0%,0%,0%,0%
Rodiber,2.9,2,Clothing Store,http://rodiber.com/,,Oui,0%,0%,0%,0%,0%
Cosdanmarksale,2.9,2,Clothing Store,http://cosdanmarksale.com/,,Oui,0%,0%,0%,0%,0%
Rnfactory,2.9,2,Clothing Store,http://rnfactory.fr/,,Oui,0%,0%,0%,0%,0%
Terriblytempting,2.9,2,Clothing Store,http://www.terriblytempting.com/,,Oui,0%,0%,0%,0%,0%
Sperry Schoenen,2.9,2,Clothing Store,http://sperry-schoenen.com/,,Oui,0%,0%,0%,0%,0%
Horizons Lointains,4.7,"4,539",Clothing Store,https://horizons-lointains.fr/,"9 rue la Praya, 33950, Lège Cap Ferret, France",Oui,87%,7%,3%,1%,2%
Globalemultimedia,2.9,2,Clothing Store,http://globalemultimedia.fr/,,Oui,0%,0%,0%,0%,0%
Fitmefor20,4.0,4,Clothing Store,http://fitmefor20.com/,,Oui,0%,0%,0%,0%,0%
Entrainement Militaire,2.9,2,Clothing Store,http://entrainement-militaire.fr/,,Oui,0%,0%,0%,0%,0%
Univers du Japon,4.8,"3,604",Clothing Store,https://universdujapon.com/,"66 avenue des Champs Elysées, 75008, Paris, France",Oui,91%,6%,1%,1%,1%
NORM-CORE,4.3,"1,605",Clothing Store,http://norm-core.com/,,Oui,72%,12%,4%,4%,8%
lemontsaintmichel.fr,2.9,2,Clothing Store,http://lemontsaintmichel.fr/,,Oui,0%,0%,0%,0%,0%
Theblackluxe,3.4,2,Clothing Store,https://theblackluxe.com/,,Oui,0%,0%,0%,0%,0%
Motus Boutique,4.5,"1,080",Clothing Store,http://www.motusboutique.fr/,,Oui,78%,0%,4%,3%,5%
Vestiaire Collective,4.1,"72,811",Clothing Store,http://vestiairecollective.com/?utm_medium=partnership&utm_source=trustpilot.com,"53 Rue de Châteaudun, 75009, Paris, France",Oui,59%,9%,4%,3%,25%
Warm People,3.8,2,Clothing Store,http://warmpeople.co/,,Oui,0%,0%,0%,0%,0%
Boothbee,4.2,6,Clothing Store,http://boothbee.com/,,Oui,0%,0%,0%,0%,0%
Paradoxeparis,2.9,2,Clothing Store,http://paradoxeparis.com/,,Oui,0%,0%,0%,0%,0%
Commune de Paris,2.9,2,Clothing Store,http://www.communedeparis.fr/,,Oui,0%,0%,0%,0%,0%
Ipasmart,2.9,2,Clothing Store,http://ipasmart.com/,,Oui,0%,0%,0%,0%,0%
Bocage,2.9,2,Clothing Store,http://bocage.eu/,,Oui,0%,0%,0%,0%,0%
Come Bijoux,2.9,2,Jewelry Store,http://come-bijoux.fr/,,Oui,0%,0%,0%,0%,0%
Daffos Baudasse,2.9,2,Clothing Store,http://www.daffos-baudasse.fr/,,Oui,0%,0%,0%,0%,0%
Schmiede Mode,4.3,7,Clothing Store,http://schmiedemode.de/,,Oui,0%,0%,0%,0%,0%
Labellaparis,2.9,2,Clothing Store,http://labellaparis.fr/,,Oui,0%,0%,0%,0%,0%
Lucelainetricot,2.9,2,Clothing Store,http://lucelainetricot.fr/,,Oui,0%,0%,0%,0%,0%
Le Slip Français,2.8,"2,387",Clothing Store,http://www.leslipfrancais.fr/,"1 rue du Mail, 75002, France",Oui,47%,6%,2%,4%,41%
Smmash,2.8,4,Clothing Store,http://smmash.fr/,,Oui,0%,25%,0%,25%,0%
Cocorico,4.5,"15,125",Clothing Store,http://www.cocorico.store/,,Oui,77%,11%,5%,3%,4%
Vinted FR,3.4,"40,485",Clothing Store,https://vinted.fr/,,Oui,43%,7%,4%,4%,42%
bonprix,4.0,"10,923",Clothing Store,http://www.bonprix.fr/,,Oui,55%,27%,9%,3%,6%
Morgan,3.8,518,Clothing Store,http://morgandetoi.fr/,,Oui,46%,6%,5%,4%,39%
Footkorner,3.4,"1,960",Clothing Store,http://footkorner.com/,,Oui,0%,0%,3%,2%,35%
horspist.fr,2.8,14,Clothing Store,http://horspist.fr/,,Oui,43%,0%,0%,0%,57%
surplus-militaires.fr,2.8,270,Clothing Store,http://surplus-militaires.fr/,,Oui,39%,7%,2%,3%,49%
Mille Et Une Nuisette,2.8,69,Clothing Store,http://www.mille-et-une-nuisette.com/,,Oui,48%,0%,1%,4%,47%
reder - l'homme moderne,2.8,362,Clothing Store,http://lhommemoderne.fr/,,Oui,43%,14%,4%,4%,35%
Footballuniversstore,2.8,5,Clothing Store,http://footballuniversstore.fr/,,Oui,0%,0%,0%,0%,0%
Onestep,2.9,2,Clothing Store,http://onestep.fr/,,Oui,0%,0%,0%,0%,0%
Holekings,4.0,3,Clothing Store,http://www.holekings.com/,,Oui,0%,0%,0%,0%,0%
Crypto GG,2.8,4,Clothing Store,http://cryptogoodies.net/,,Oui,25%,0%,0%,25%,0%
Mes Demoiselles Paris,2.8,18,Clothing Store,http://www.mesdemoisellesparis.com/,,Oui,28%,0%,0%,11%,61%
Horizons Lointains,4.7,"4,539",Clothing Store,https://horizons-lointains.fr/,"9 rue la Praya, 33950, Lège Cap Ferret, France",Oui,87%,7%,3%,1%,2%
Tenko,2.8,10,Clothing Store,http://tenko.fr/,,Oui,0%,0%,0%,0%,0%
mistigriff.fr,2.8,6,Clothing Store,http://mistigriff.fr/,,Oui,17%,0%,0%,0%,83%
Fitmefor20,4.0,4,Clothing Store,http://fitmefor20.com/,,Oui,0%,0%,0%,0%,0%
Univers du Japon,4.8,"3,604",Clothing Store,https://universdujapon.com/,"66 avenue des Champs Elysées, 75008, Paris, France",Oui,91%,6%,1%,1%,1%
NORM-CORE,4.3,"1,605",Clothing Store,http://norm-core.com/,,Oui,72%,12%,4%,4%,8%
Theblackluxe,3.4,2,Clothing Store,https://theblackluxe.com/,,Oui,0%,0%,0%,0%,0%
Montlibre,2.8,14,Clothing Store,http://montlibre.fr/,,Oui,29%,0%,7%,7%,57%
Semerdjianchaussures,2.8,13,Shoe Store,http://www.semerdjianchaussures.fr/,,Oui,15%,8%,0%,8%,69%
Motus Boutique,4.5,"1,080",Clothing Store,http://www.motusboutique.fr/,,Oui,78%,0%,4%,3%,5%
foxracing.fr,2.8,10,Clothing Store,http://foxracing.fr/,,Oui,0%,0%,0%,0%,0%
Vestiaire Collective,4.1,"72,811",Clothing Store,http://vestiairecollective.com/?utm_medium=partnership&utm_source=trustpilot.com,"53 Rue de Châteaudun, 75009, Paris, France",Oui,59%,9%,4%,3%,25%
Warm People,3.8,2,Clothing Store,http://warmpeople.co/,,Oui,0%,0%,0%,0%,0%
Boothbee,4.2,6,Clothing Store,http://boothbee.com/,,Oui,0%,0%,0%,0%,0%
gratitude-lin.fr,2.8,4,Clothing Store,http://gratitude-lin.fr/,,Oui,25%,0%,0%,0%,75%
royaltee.fr,2.8,5,Clothing Store,http://royaltee.fr/,,Oui,0%,0%,0%,0%,0%
Lafuma,2.8,7,Clothing Store,http://lafuma.com/,"Rue Victor Lafuma 6, 26140, Anneyron, France",Oui,29%,14%,0%,0%,57%
Daffos Baudasse,2.9,2,Clothing Store,http://www.daffos-baudasse.fr/,,Oui,0%,0%,0%,0%,0%
Schmiede Mode,4.3,7,Clothing Store,http://schmiedemode.de/,,Oui,0%,0%,0%,0%,0%
MANOUSH,2.8,9,Clothing Store,http://manoush.com/,"Rue Bachaumont 11, 75002, Paris, France",Oui,33%,0%,0%,0%,67%
Jacquemus,2.8,3,Clothing Store,http://jacquemus.fr/,,Oui,0%,0%,0%,0%,0%
Domainedelartigue,2.8,3,Clothing Store,http://domainedelartigue.fr/,,Oui,0%,0%,0%,0%,0%
Cocorico,4.5,"15,125",Clothing Store,http://www.cocorico.store/,,Oui,77%,11%,5%,3%,4%
Vinted FR,3.4,"40,485",Clothing Store,https://vinted.fr/,,Oui,43%,7%,4%,4%,42%
Customs Planet,2.8,3,Clothing Store,http://www.customs-planet.com/,,Oui,33%,0%,0%,0%,67%
bonprix,4.0,"10,923",Clothing Store,http://www.bonprix.fr/,,Oui,55%,27%,9%,3%,6%
Laventeflash,2.8,3,Clothing Store,http://laventeflash.fr/,,Oui,0%,0%,0%,0%,0%
Morgan,3.8,518,Clothing Store,http://morgandetoi.fr/,,Oui,46%,6%,5%,4%,39%
Dvschaussures,2.8,3,Clothing Store,http://www.dvschaussures.fr/,,Oui,0%,0%,0%,0%,0%
Leon & Harper,2.8,3,Clothing Store,http://leonandharper.com/,"68 rue Charlot, 75003, Paris, France",Oui,0%,0%,0%,0%,0%
boutique-saitama.fr,2.8,3,Clothing Store,http://boutique-saitama.fr/,,Oui,0%,0%,0%,33%,67%
Footkorner,3.4,"1,960",Clothing Store,http://footkorner.com/,,Oui,0%,0%,3%,2%,35%
Belleup,2.8,3,Clothing Store,http://belleup.fr/,,Oui,0%,0%,0%,0%,0%
Mybricks,2.8,3,Clothing Store,http://mybricks.fr/,,Oui,0%,0%,0%,0%,0%
Holekings,4.0,3,Clothing Store,http://www.holekings.com/,,Oui,0%,0%,0%,0%,0%
petitpatron.com,2.8,3,Clothing Store,http://petitpatron.com/,,Oui,0%,0%,0%,0%,0%
Maxweels,2.8,3,Clothing Store,http://maxweels.com/,,Oui,0%,0%,0%,0%,0%
Horizons Lointains,4.7,"4,539",Clothing Store,https://horizons-lointains.fr/,"9 rue la Praya, 33950, Lège Cap Ferret, France",Oui,87%,7%,3%,1%,2%
Fitmefor20,4.0,4,Clothing Store,http://fitmefor20.com/,,Oui,0%,0%,0%,0%,0%
Univers du Japon,4.8,"3,604",Clothing Store,https://universdujapon.com/,"66 avenue des Champs Elysées, 75008, Paris, France",Oui,91%,6%,1%,1%,1%
NORM-CORE,4.3,"1,605",Clothing Store,http://norm-core.com/,,Oui,72%,12%,4%,4%,8%
Olivercabellfrance,2.8,3,Clothing Store,http://www.olivercabellfrance.fr/,,Oui,0%,0%,0%,0%,0%
Theblackluxe,3.4,2,Clothing Store,https://theblackluxe.com/,,Oui,0%,0%,0%,0%,0%
Motus Boutique,4.5,"1,080",Clothing Store,http://www.motusboutique.fr/,,Oui,78%,0%,4%,3%,5%
Vestiaire Collective,4.1,"72,811",Clothing Store,http://vestiairecollective.com/?utm_medium=partnership&utm_source=trustpilot.com,"53 Rue de Châteaudun, 75009, Paris, France",Oui,59%,9%,4%,3%,25%
Zenyra,2.8,3,Clothing Store,http://zenyra.com/,,Oui,0%,0%,0%,0%,0%
Ted Baker,2.8,3,Clothing Store,http://ted-baker.fr/,,Oui,0%,0%,0%,0%,0%
Warm People,3.8,2,Clothing Store,http://warmpeople.co/,,Oui,0%,0%,0%,0%,0%
Boothbee,4.2,6,Clothing Store,http://boothbee.com/,,Oui,0%,0%,0%,0%,0%
robesapois.fr,2.8,3,Clothing Store,http://www.robesapois.fr/,,Oui,0%,0%,0%,0%,0%
Kalyros,2.8,3,Clothing Store,http://kalyros.com/,,Oui,0%,0%,0%,0%,0%
